v1_page,v1_nav_status,v1_top_section,v1_title,v1_page_content_summary,v1_key_topics,v1_state,v1_state_flags,v1_state_rationale,v1_state_confidence,recommended_target_type,recommended_v2_tab,recommended_v2_anchor,recommended_v2_group_path,recommended_v2_route,recommended_v2_route_in_docs_json,recommended_v2_target_file_exists,recommended_v2_target_file_path,recommended_new_location,coverage_grade,coverage_rationale,deprecate_or_supersede_recommendation,recommended_action,confidence_score,adjudication_status,notes,seed_row_present,seed_target_match_status,phase1_primary_wp,phase1_wps,phase1_scope,phase1_status,phase1_owner,phase1_notes,phase1_updated_at
v1/developers/guides/overview,in_v1_nav,developers,Overview,Overview. Practical step-by-step guides to help you achieve a specific goal. These guides are designed to help you get started with a specific task or feature.,guides|video|analytics|step|help|specific,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,Developers,AI Pipelines,,true,true,v2/developers/ai-pipelines/overview.mdx,Developers > Developers > AI Pipelines,minimally_covered,Best candidate score 0.58 against English IA route v2/developers/ai-pipelines/overview.,no_deprecation_recommended,create_new_page,0.65,needs_manual_review,"Top candidate: v2/developers/ai-pipelines/overview (score 0.58, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/developers/guides/playback-a-livestream,in_v1_nav,developers,Play a livestream,Play a livestream. Learn how to use a media player with Livepeer,play|livestream|player|we|api|use,deprecated,has_deprecation_notice,Page text includes deprecation/obsolete cues.,0.92,deprecated_or_superseded,Developers,Developers,Guides & Tutorials,,true,true,v2/developers/guides-and-resources/resources.mdx,,superseded_obsolete,Source page appears deprecated/superseded and does not warrant direct migration.,deprecate_and_redirect_to_recommended_target,deprecate_no_new_content,0.49,needs_manual_review,"Top candidate: v2/developers/guides-and-resources/resources (score 0.42, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-04,WP-03|WP-04,deprecation_gate_required,completed,Developers Docs Owner,Deprecation gate fields resolved in register (14/14 target set).,2026-03-02T10:44:38.739Z
v1/developers/guides/playback-an-asset,in_v1_nav,developers,Play an asset,Play an asset. Learn how to play assets with Livepeer,play|asset|we|api|assets|guide,deprecated,has_deprecation_notice,Page text includes deprecation/obsolete cues.,0.92,deprecated_or_superseded,Developers,Developers,Guides & Tutorials,,true,true,v2/developers/guides-and-resources/contribution-guide.mdx,,superseded_obsolete,Source page appears deprecated/superseded and does not warrant direct migration.,deprecate_and_redirect_to_recommended_target,deprecate_no_new_content,0.54,needs_manual_review,"Top candidate: v2/developers/guides-and-resources/contribution-guide (score 0.47, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-04,WP-03|WP-04,deprecation_gate_required,completed,Developers Docs Owner,Deprecation gate fields resolved in register (14/14 target set).,2026-03-02T10:44:38.739Z
v1/developers/guides/setup-and-listen-to-webhooks,in_v1_nav,developers,Set up and listen for webhooks,Set up and listen for webhooks. Learn how to set up a webhook using Node.js and Ngrok to receive notifications from Livepeer.,webhook|js|node|up|set|using,legacy,,Default legacy classification for v1 content.,0.72,new_group_in_existing_tab,Developers,Developers,Guides & Tutorials,,true,true,v2/developers/guides-and-resources/resources.mdx,Developers > Developers > Guides & Tutorials,not_covered,Best candidate score 0.40 against English IA route v2/developers/guides-and-resources/resources.,review_for_deprecation_or_merge,create_new_group,0.47,needs_manual_review,"Top candidate: v2/developers/guides-and-resources/resources (score 0.40, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/developers/guides/stream-via-obs,in_v1_nav,developers,Livestream via OBS,Livestream via OBS. Learn how to stream into Livepeer Studio with OBS,obs|stream|get|use|via|livestream,legacy,overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Developers,Developer Platforms,Livepeer Studio > Livestream,v2/platforms/livepeer-studio/livestream/stream-via-obs,true,true,v2/platforms/livepeer-studio/livestream/stream-via-obs.mdx,,partially_covered,Best candidate score 0.73 against English IA route v2/platforms/livepeer-studio/livestream/stream-via-obs.,no_deprecation_recommended,merge_and_redirect,0.85,not_required,"Top candidate: v2/platforms/livepeer-studio/livestream/stream-via-obs (score 0.73, resolution direct).",true,valid_match,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/developers/guides/thumbnails-live,in_v1_nav,developers,Get a livestream thumbnail,Get a livestream thumbnail. Learn how to retrieve thumbnails for a live stream,stream|live|thumbnail|thumbnails|get|url,beta_experimental,has_beta_label,Page text indicates beta/experimental or preview status.,0.88,new_group_in_existing_tab,Developers,Developers,Guides & Tutorials,,true,true,v2/developers/guides-and-resources/resources.mdx,Developers > Developers > Guides & Tutorials,not_covered,Best candidate score 0.42 against English IA route v2/developers/guides-and-resources/resources.,review_for_deprecation_or_merge,create_new_group,0.49,needs_manual_review,"Top candidate: v2/developers/guides-and-resources/resources (score 0.42, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/developers/guides/thumbnails-vod,in_v1_nav,developers,Get an asset thumbnail,Get an asset thumbnail. Learn how to retrieve thumbnails for a video asset,thumbnails|asset|video|assets|get|retrieve,beta_experimental,has_beta_label|overlaps_v2_hub,Page text indicates beta/experimental or preview status.,0.88,existing_v2_hub_merge,Developers,Developer Platforms,Livepeer Studio > Video on demand,v2/platforms/livepeer-studio/video-on-demand/thumbnails-vod,true,true,v2/platforms/livepeer-studio/video-on-demand/thumbnails-vod.mdx,,minimally_covered,Best candidate score 0.63 against English IA route v2/platforms/livepeer-studio/video-on-demand/thumbnails-vod.,review_for_deprecation_or_merge,merge_and_redirect,0.83,confirmed,"Top candidate: v2/platforms/livepeer-studio/video-on-demand/thumbnails-vod (score 0.63, resolution direct). Adjudication confirmed recommendation.",true,valid_match,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/developers/guides/transcode-video-storj,in_v1_nav,developers,Transcode with Storj,Transcode with Storj. This guide will describe how to use the Livepeer transcode API to transcode and store video files in Storj using Storj’s S3 API. There are code examples provided for reference.,storj|transcode|s3|api|video|guide,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,Developer Platforms,Livepeer Studio > API Reference > Transcode,,true,true,v2/platforms/livepeer-studio/api-reference/transcode/overview.mdx,Developers > Developer Platforms > Livepeer Studio > API Reference > Transcode,not_covered,Best candidate score 0.47 against English IA route v2/platforms/livepeer-studio/api-reference/transcode/overview.,review_for_deprecation_or_merge,create_new_page,0.54,needs_manual_review,"Top candidate: v2/platforms/livepeer-studio/api-reference/transcode/overview (score 0.47, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/developers/guides/transcode-video-w3s,in_v1_nav,developers,Transcode with W3S,Transcode with W3S. This guide will describe how to use the Livepeer transcode API to transcode and store video files in web3.storage. The playback of long videos (longer than 1h) stored in Web3 Storage can be slow due to the W3 Link issue tracked here.,transcode|video|w3s|web3|storage|w3,legacy,,Default legacy classification for v1 content.,0.72,new_group_in_existing_tab,Developers,Developer Platforms,Livepeer Studio > API Reference > Transcode,,true,true,v2/platforms/livepeer-studio/api-reference/transcode/overview.mdx,Developers > Developer Platforms > Livepeer Studio > API Reference > Transcode,not_covered,Best candidate score 0.42 against English IA route v2/platforms/livepeer-studio/api-reference/transcode/overview.,review_for_deprecation_or_merge,create_new_group,0.49,needs_manual_review,"Top candidate: v2/platforms/livepeer-studio/api-reference/transcode/overview (score 0.42, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/developers/guides/upload-video-asset,in_v1_nav,developers,Upload an asset,Upload an asset. Learn how to upload and play back an asset,upload|asset|uploading|uploads|tus|recommended,legacy,,Default legacy classification for v1 content.,0.72,new_group_in_existing_tab,Developers,Developer Platforms,Livepeer Studio > Video on demand,,true,true,v2/platforms/livepeer-studio/video-on-demand/upload-asset.mdx,Developers > Developer Platforms > Livepeer Studio > Video on demand,not_covered,Best candidate score 0.44 against English IA route v2/platforms/livepeer-studio/video-on-demand/upload-asset.,review_for_deprecation_or_merge,create_new_group,0.51,needs_manual_review,"Top candidate: v2/platforms/livepeer-studio/video-on-demand/upload-asset (score 0.44, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/developers/introduction,in_v1_nav,developers,Introduction,"Introduction. Explore APIs, guides, and examples",studio|explore|video|api|sdks|introduction,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/apis.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.51 against English IA route v2/developers/technical-references/apis.,no_deprecation_recommended,create_new_page,0.58,needs_manual_review,"Top candidate: v2/developers/technical-references/apis (score 0.51, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/developers/livepeer-studio-cli,in_v1_nav,developers,CLI,CLI. Generate a new Livepeer app.,cli|new|generate|app|studio|command,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,Developer Platforms,Livepeer Studio > Get started,,true,true,v2/platforms/livepeer-studio/get-started/studio-cli.mdx,Developers > Developer Platforms > Livepeer Studio > Get started,not_covered,Best candidate score 0.45 against English IA route v2/platforms/livepeer-studio/get-started/studio-cli.,review_for_deprecation_or_merge,create_new_page,0.52,needs_manual_review,"Top candidate: v2/platforms/livepeer-studio/get-started/studio-cli (score 0.45, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Developers Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/developers/quick-start,in_v1_nav,developers,Quickstart,Quickstart. Learn how to create an API key and start adding live and on-demand video to your app or website!,api|create|key|start|studio|developers,deprecated,has_deprecation_notice,Page text includes deprecation/obsolete cues.,0.92,deprecated_or_superseded,Developers,Developers,Quickstart > Video & Transcoding,,true,true,v2/developers/quickstart/video/transcoding-jobs.mdx,,superseded_obsolete,Source page appears deprecated/superseded and does not warrant direct migration.,deprecate_and_redirect_to_recommended_target,deprecate_no_new_content,0.51,needs_manual_review,"Top candidate: v2/developers/quickstart/video/transcoding-jobs (score 0.44, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-04,WP-03|WP-04,deprecation_gate_required,completed,Developers Docs Owner,Deprecation gate fields resolved in register (14/14 target set).,2026-03-02T10:44:38.739Z
v1/developers/tutorials/decentralized-app-with-fvm,in_v1_nav,developers,Youtube clone with FVM,Youtube clone with FVM. Learn how to Build a decentralized video application with FVM and Livepeer,fvm|filecoin|developers|decentralized|react|version,deprecated,has_deprecation_notice,Page text includes deprecation/obsolete cues.,0.92,deprecated_or_superseded,Developers,Developers,Guides & Tutorials,,true,true,v2/developers/guides-and-resources/resources.mdx,,superseded_obsolete,Source page appears deprecated/superseded and does not warrant direct migration.,deprecate_and_redirect_to_recommended_target,deprecate_no_new_content,0.48,needs_manual_review,"Top candidate: v2/developers/guides-and-resources/resources (score 0.41, resolution direct). Adjudication could not raise confidence to threshold.",true,non_resolvable,WP-04,WP-03|WP-04,deprecation_gate_required,completed,Developers Docs Owner,Deprecation gate fields resolved in register (14/14 target set).,2026-03-02T10:44:38.739Z
v1/developers/tutorials/token-gate-videos-with-lit,in_v1_nav,developers,Token gate videos with Lit,Token gate videos with Lit. Learn how to token gate videos using Livepeer and Lit: A step-by-step tutorial,token|videos|gate|lit|step|tutorial,deprecated,has_deprecation_notice,Page text includes deprecation/obsolete cues.,0.92,deprecated_or_superseded,Developers,Developers,Guides & Tutorials,,true,true,v2/developers/guides-and-resources/resources.mdx,,superseded_obsolete,Source page appears deprecated/superseded and does not warrant direct migration.,deprecate_and_redirect_to_recommended_target,deprecate_no_new_content,0.5,needs_manual_review,"Top candidate: v2/developers/guides-and-resources/resources (score 0.43, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-04,WP-03|WP-04,deprecation_gate_required,completed,Developers Docs Owner,Deprecation gate fields resolved in register (14/14 target set).,2026-03-02T10:44:38.739Z
v1/developers/tutorials/upload-playback-videos-4everland,in_v1_nav,developers,Play from 4everland,Play from 4everland. Learn how to play videos 4everland's IPFS gateway using Livepeer,4everland|ipfs|videos|play|react|version,deprecated,has_deprecation_notice,Page text includes deprecation/obsolete cues.,0.92,deprecated_or_superseded,Developers,Developers,Guides & Tutorials,,true,true,v2/developers/guides-and-resources/resources.mdx,,superseded_obsolete,Source page appears deprecated/superseded and does not warrant direct migration.,deprecate_and_redirect_to_recommended_target,deprecate_no_new_content,0.48,needs_manual_review,"Top candidate: v2/developers/guides-and-resources/resources (score 0.41, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-04,WP-03|WP-04,deprecation_gate_required,completed,Developers Docs Owner,Deprecation gate fields resolved in register (14/14 target set).,2026-03-02T10:44:38.739Z
v1/developers/tutorials/upload-playback-videos-on-arweave,in_v1_nav,developers,Play from Arweave,Play from Arweave. Learn how to upload and stream videos from Arweave using Bundlr and Livepeer,arweave|upload|videos|bundlr|react|version,deprecated,has_deprecation_notice,Page text includes deprecation/obsolete cues.,0.92,deprecated_or_superseded,Developers,Developers,Guides & Tutorials,,true,true,v2/developers/guides-and-resources/resources.mdx,,superseded_obsolete,Source page appears deprecated/superseded and does not warrant direct migration.,deprecate_and_redirect_to_recommended_target,deprecate_no_new_content,0.48,needs_manual_review,"Top candidate: v2/developers/guides-and-resources/resources (score 0.41, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-04,WP-03|WP-04,deprecation_gate_required,completed,Developers Docs Owner,Deprecation gate fields resolved in register (14/14 target set).,2026-03-02T10:44:38.739Z
v1/developers/tutorials/upload-playback-videos-on-ipfs,in_v1_nav,developers,Play from IPFS,Play from IPFS. Learn how to upload and play back videos on IPFS using Livepeer,ipfs|upload|videos|play|react|version,deprecated,has_deprecation_notice,Page text includes deprecation/obsolete cues.,0.92,deprecated_or_superseded,Developers,Developers,Guides & Tutorials,,true,true,v2/developers/guides-and-resources/resources.mdx,,superseded_obsolete,Source page appears deprecated/superseded and does not warrant direct migration.,deprecate_and_redirect_to_recommended_target,deprecate_no_new_content,0.49,needs_manual_review,"Top candidate: v2/developers/guides-and-resources/resources (score 0.42, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-04,WP-03|WP-04,deprecation_gate_required,completed,Developers Docs Owner,Deprecation gate fields resolved in register (14/14 target set).,2026-03-02T10:44:38.739Z
v1/gateways/guides/docker-install,in_v1_nav,gateways,Docker Install,Docker Install. # Install & Configure Docker ## Key folder structure Livepeer will require files to be placed on the host and within the docker container. Here is a list of the key folders used by the docker install.,docker|install|will|create|gateway|lpdata,legacy,overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Gateways,Gateways,Run A Gateway > Gateway Setup Guide > Installation,v2/gateways/run-a-gateway/install/docker-install,true,true,v2/gateways/run-a-gateway/install/docker-install.mdx,,partially_covered,Best candidate score 0.68 against English IA route v2/gateways/run-a-gateway/install/docker-install.,no_deprecation_recommended,merge_and_redirect,0.8,not_required,"Top candidate: v2/gateways/run-a-gateway/install/docker-install (score 0.68, resolution direct).",true,valid_match,WP-03,WP-03,seed_reconciliation_required,completed,Gateways Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/gateways/guides/fund-gateway,in_v1_nav,gateways,Fund The Livepeer Gateway,"Fund The Livepeer Gateway. The following steps will walk you through adding funds to the newly created ETH account. This includes funding the ETH account on Ethereum Mainnet, bridging the funds to Arbritrum's L2 Network, and finally using the Livepeer CLI to allocate the proper deposit and reserve amounts.",gateway|eth|funds|l2|network|arbitrum,legacy,overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Gateways,Gateways,Run A Gateway > Gateway Setup Guide > Setup Checklist,v2/gateways/run-a-gateway/requirements/on-chain setup/fund-gateway,true,true,v2/gateways/run-a-gateway/requirements/on-chain setup/fund-gateway.mdx,,minimally_covered,Best candidate score 0.64 against English IA route v2/gateways/run-a-gateway/requirements/on-chain setup/fund-gateway.,no_deprecation_recommended,merge_and_redirect,0.79,needs_manual_review,"Top candidate: v2/gateways/run-a-gateway/requirements/on-chain setup/fund-gateway (score 0.64, resolution direct). Adjudication could not raise confidence to threshold.",true,valid_match,WP-03,WP-03,seed_reconciliation_required,completed,Gateways Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/gateways/guides/gateway-overview,in_v1_nav,gateways,Overview,"Overview. This guide will walk you through the Livepeer Gateway installation and setup. Steps to install for Ubuntu Linux, Docker, and Windows are provided.",gateway|install|linux|docker|windows|configure,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Gateways,Gateways,Run A Gateway > Gateway Setup Guide > Installation,,true,true,v2/gateways/run-a-gateway/install/docker-install.mdx,Gateways > Gateways > Run A Gateway > Gateway Setup Guide > Installation,minimally_covered,Best candidate score 0.56 against English IA route v2/gateways/run-a-gateway/install/docker-install.,no_deprecation_recommended,create_new_page,0.63,needs_manual_review,"Top candidate: v2/gateways/run-a-gateway/install/docker-install (score 0.56, resolution direct). Adjudication could not raise confidence to threshold.",true,non_resolvable,WP-03,WP-03,seed_reconciliation_required,completed,Gateways Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/gateways/guides/linux-install,in_v1_nav,gateways,Linux Install,"Linux Install. # Download the Livepeer binary Unpack and remove the compressed file # Generate a new keystore file When generating a new keystore file, the program will prompt you for a password. This password is used to decrypt the keystore file and access the private key.",file|password|keystore|linux|install|new,legacy,overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Gateways,Gateways,Run A Gateway > Gateway Setup Guide > Installation,v2/gateways/run-a-gateway/install/linux-install,true,true,v2/gateways/run-a-gateway/install/linux-install.mdx,,partially_covered,Best candidate score 0.66 against English IA route v2/gateways/run-a-gateway/install/linux-install.,no_deprecation_recommended,merge_and_redirect,0.86,confirmed,"Top candidate: v2/gateways/run-a-gateway/install/linux-install (score 0.66, resolution direct). Adjudication confirmed recommendation.",true,valid_match,WP-03,WP-03,seed_reconciliation_required,completed,Gateways Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/gateways/guides/playback-content,in_v1_nav,gateways,Playback Content,Playback Content. # Playback using VLC Media Player This section explains how to view content from the Livepeer Gateway. We will be using VLC Media Player.,playback|content|vlc|media|player|using,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Gateways,Gateways,Gateway Tools & Resources,,true,true,v2/gateways/guides-and-resources/gateway-job-pipelines/overview.mdx,Gateways > Gateways > Gateway Tools & Resources,minimally_covered,Best candidate score 0.54 against English IA route v2/gateways/guides-and-resources/gateway-job-pipelines/overview.,no_deprecation_recommended,create_new_page,0.61,needs_manual_review,"Top candidate: v2/gateways/guides-and-resources/gateway-job-pipelines/overview (score 0.54, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Gateways Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/gateways/guides/publish-content,in_v1_nav,gateways,Publish Content,"Publish Content. This section explains how to publish and consume content to the Livepeer Gateway. This can be done via a command line interface using FFmpeg, or from a graphical user interface using OBS Studio and VLC Media Player.",publish|content|command|interface|ffmpeg|gateway,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Gateways,Gateways,Gateway Tools & Resources,,true,true,v2/gateways/guides-and-resources/gateway-job-pipelines/overview.mdx,Gateways > Gateways > Gateway Tools & Resources,minimally_covered,Best candidate score 0.51 against English IA route v2/gateways/guides-and-resources/gateway-job-pipelines/overview.,no_deprecation_recommended,create_new_page,0.58,needs_manual_review,"Top candidate: v2/gateways/guides-and-resources/gateway-job-pipelines/overview (score 0.51, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Gateways Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/gateways/guides/transcoding-options,in_v1_nav,gateways,Configure Transcoding Options,Configure Transcoding Options. To better control your encoding profiles it is recommended to use a json file to specify the resolution and bitrate for your encoding ladder.,file|json|modify|following|template|create,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Gateways,Gateways,Gateway Tools & Resources,,true,true,v2/gateways/guides-and-resources/gateway-job-pipelines/overview.mdx,Gateways > Gateways > Gateway Tools & Resources,not_covered,Best candidate score 0.49 against English IA route v2/gateways/guides-and-resources/gateway-job-pipelines/overview.,review_for_deprecation_or_merge,create_new_page,0.56,needs_manual_review,"Top candidate: v2/gateways/guides-and-resources/gateway-job-pipelines/overview (score 0.49, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Gateways Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/gateways/guides/windows-install,in_v1_nav,gateways,Windows Install,"Windows Install. ## Download and unzip the Livepeer binary ## Create a bat file to launch Livepeer. Use the following as a template, adding your personal info and save a .bat file in the same directory as the Livepeer executable.",file|bat|windows|install|start|gateway,legacy,overlaps_v2_hub,Default legacy classification for v1 content.,0.72,existing_v2_hub_merge,Gateways,Gateways,Run A Gateway > Gateway Setup Guide > Installation,v2/gateways/run-a-gateway/install/windows-install,true,true,v2/gateways/run-a-gateway/install/windows-install.mdx,,partially_covered,Best candidate score 0.68 against English IA route v2/gateways/run-a-gateway/install/windows-install.,no_deprecation_recommended,merge_and_redirect,0.8,not_required,"Top candidate: v2/gateways/run-a-gateway/install/windows-install (score 0.68, resolution direct).",true,valid_match,WP-03,WP-03,seed_reconciliation_required,completed,Gateways Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/gateways/introduction,in_v1_nav,gateways,Introduction,"Introduction. Explore APIs, guides, and examples",studio|explore|video|api|sdks|introduction,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Gateways,Gateways,Technical References > API Reference > AI API,,true,true,v2/gateways/references/api-reference/AI-API/image-to-video.mdx,Gateways > Gateways > Technical References > API Reference > AI API,minimally_covered,Best candidate score 0.57 against English IA route v2/gateways/references/api-reference/AI-API/image-to-video.,no_deprecation_recommended,create_new_page,0.64,needs_manual_review,"Top candidate: v2/gateways/references/api-reference/AI-API/image-to-video (score 0.57, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Gateways Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/gateways/livepeer-studio-cli,in_v1_nav,gateways,CLI,CLI. Generate a new Livepeer app.,cli|new|generate|app|studio|command,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Gateways,Gateways,Technical References > Gateways,,true,true,v2/gateways/references/cli-commands.mdx,Gateways > Gateways > Technical References > Gateways,minimally_covered,Best candidate score 0.53 against English IA route v2/gateways/references/cli-commands.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/gateways/references/cli-commands (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Gateways Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/gateways/quick-start,in_v1_nav,gateways,Quickstart,Quickstart. Learn how to create an API key and start adding live and on-demand video to your app or website!,api|create|key|start|studio|account,deprecated,has_deprecation_notice,Page text includes deprecation/obsolete cues.,0.92,new_page_in_existing_group,Gateways,Gateways,Technical References > API Reference > AI API,,true,true,v2/gateways/references/api-reference/AI-API/live-video-to-video.mdx,Gateways > Gateways > Technical References > API Reference > AI API,minimally_covered,Best candidate score 0.57 against English IA route v2/gateways/references/api-reference/AI-API/live-video-to-video.,deprecate_and_redirect_to_recommended_target,create_new_page,0.64,needs_manual_review,"Top candidate: v2/gateways/references/api-reference/AI-API/live-video-to-video (score 0.57, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-04,WP-03|WP-04,deprecation_gate_required,completed,Gateways Docs Owner,Deprecation gate fields resolved in register (14/14 target set).,2026-03-02T10:44:38.739Z
v1/orchestrators/guides/assess-capabilities,in_v1_nav,orchestrators,Assess concurrent stream,"Assess concurrent stream. Once you have confirmed that your hardware is supported by Go Livepeer, you should assess how many concurrent streams it can support. ## Hardware functionality and constraints The Livepeer protocol enables those with the excess hardware and bandwidth available to earn additional revenue by advertising video encoding services on an open marketplace, and using their idle hardware to perform the work.",hardware|assess|terms|capabilities|concurrent|video,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,GPU Nodes,GPU Nodes,Quickstart ⚡,,true,true,v2/orchestrators/quickstart/overview.mdx,GPU Nodes > GPU Nodes > Quickstart ⚡,not_covered,Best candidate score 0.48 against English IA route v2/orchestrators/quickstart/overview.,review_for_deprecation_or_merge,create_new_page,0.55,needs_manual_review,"Top candidate: v2/orchestrators/quickstart/overview (score 0.48, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Orchestrators Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
v1/orchestrators/guides/benchmark-transcoding,in_v1_nav,orchestrators,Benchmark Transcoding,Benchmark Transcoding. This guide provides steps to test the performance of your GPU(s) with the livepeer_bench benchmark transcoding tool provided with the Livepeer install. The benchmarking tool is designed to: - Simulate live-mode to measure transcoding as if connected to the network - Gauge local transcoding capacity - Provide output statistics to show real-time segment ratio and stream duration ratio - Provide for adjusting configurations according to GPU capacity ## Transcoding Performance Overall transcoding performance on the network depends on the speed video is transcoded and uploaded/downloaded from an orchestrator.,transcoding|time|benchmark|performance|gpu|tool,legacy,,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,GPU Nodes,GPU Nodes,Run an Orchestrator > Orchestrator Setup Guide,,true,true,v2/orchestrators/setting-up-an-orchestrator/overview.mdx,GPU Nodes > GPU Nodes > Run an Orchestrator > Orchestrator Setup Guide,minimally_covered,Best candidate score 0.51 against English IA route v2/orchestrators/setting-up-an-orchestrator/overview.,no_deprecation_recommended,create_new_page,0.58,needs_manual_review,"Top candidate: v2/orchestrators/setting-up-an-orchestrator/overview (score 0.51, resolution direct). Adjudication could not raise confidence to threshold.",true,stale,WP-03,WP-03,seed_reconciliation_required,completed,Orchestrators Docs Owner,Seed reconciliation status finalized in register (124/124).,2026-03-02T10:44:38.739Z
