path	type	classification	rationale	linked_observations
v2/gateways/guides/node-pipelines/x-resources/v2-run--transcoding.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v2-run--video-configuration.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/node-pipelines/x-resources/v2-setup--transcoding-options.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/business-case.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/operator-considerations/production-gateways.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/operator-considerations/x-deprecated/community-projects.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/dep-business-rationale.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	STUB,LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/dep-commercial-gateways.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	STUB,LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/dep-opportunities.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	STUB,LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/deployment-use-case.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	STUB,LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/economics.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/hardware-requirements.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/old_v1/business-model.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/old_v1/ecosystem-projects.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/old_v1/gateway-requirements.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/old_v1/operator-opportunities.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/old_v1/section-evaluation-and-recommendations.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/old_v1/why-run-a-gateway.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/on-chain setup/bridge-lpt-to-arbitrum.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/on-chain setup/fund-gateway.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/on-chain setup/on-chain.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/operator-opportunities.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/setup-requirements.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	STUB,NOT_IN_DOCS_JSON
v2/gateways/guides/operator-considerations/x-deprecated/why-run-a-gateway.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/clearinghouse-guide.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/payments-and-pricing/dep-payment-guide.mdx	mdx	cut-candidate	dep- prefix (deprecated file)	STUB,LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/fund-gateway.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/payments-and-pricing/funding-guide.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/payments-and-pricing/payment-guide.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/payments-and-pricing/pricing-configuration.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/payments-and-pricing/pricing-strategy.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/payments-and-pricing/remote-signers.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/payments-and-pricing/x-resources/ctx-concepts--economics.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/ctx-guides--how-payments-work.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/ctx-gwnew--pricing-configuration.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/ctx-new--arbitrum-exchanges.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/ctx-new--arbitrum-rpc.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/ctx-new--contract-addresses.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/ctx-new--payment-clearinghouse.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/ctx-new--remote-signers.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/ctx-setup--bridge-lpt-to-arbitrum.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/ctx-setup--fund-gateway.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/ctx-setup--pricing-configuration.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/related/fund-gateway.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/related/how-payments-work.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/related/payment-clearinghouse.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/related/pricing-configuration.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/related/pricing-strategy.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/related/remote-signers.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/related/set-pricing.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v1--bridge-lpt-to-arbitrum.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v1--connect-to-arbitrum.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v1--contract-addresses.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v1--fund-gateway.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v1--set-pricing.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-about--economics.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-configure--pricing-configuration.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-needed--feasibility-economics.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-onchain--bridge-lpt-to-arbitrum.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-onchain--fund-gateway.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-opcon--economics.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-opcon--fund-gateway.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-payments--how-payments-work.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-payments--overview.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-payments--payment-clearinghouse.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-payments--remote-signers.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-refs--arbitrum-exchanges.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-refs--arbitrum-rpc.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-refs--contract-addresses.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-setup--bridge-lpt-to-arbitrum.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-setup--fund-gateway.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-setup--pricing-configuration.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/payments-and-pricing/x-resources/v2-v1legacy--fund-gateway.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/gateway-showcase.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/roadmap-and-funding/naap-multi-tenancy.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/roadmap-and-funding/operator-support.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/roadmap-and-funding/spe-grant-model.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/roadmap-and-funding/x-deprecated/spe-grant-model.mdx	mdx	cut-candidate	in x-deprecated/ folder; not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/biz--ai-builder-opportunity.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/biz--sdk-builder-opportunity.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/biz--video-transcoding-opportunity.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/business-ops/ai-builder-opportunity.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/business-ops/sdk-builder-opportunity.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/business-ops/video-transcoding-opportunity.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/ctx-new--economics.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/ctx-new--gateway-operator-opportunities.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/old--spe-grant-model.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/support-ops--spe-grant-model.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/support-ops/spe-grant-model.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/v1--ai-builders-gateways.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/v1--ai-builders-get-started.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/v1--ai-builders-showcase.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/v2-guidesres--community-guides.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/v2-guidesres--community-projects.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/v2-opcons--business-case.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/v2-opcons--ecosystem-projects.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/v2-opcons--operator-opportunities.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/v2-opcons--why-run-a-gateway.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/v2-providers--choosing-a-gateway.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/v2-providers--cloud-spe-gateway.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/roadmap-and-funding/x-resources/v2-run--gateway-operator-opportunities.mdx	mdx	cut-candidate	x-resources research/context dump; not in docs.json; not imported	NOT_IN_DOCS_JSON
v2/gateways/guides/tutorials/byoc-cpu-tutorial.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/tutorials/stubs/tutorial-byoc-cpu-pipeline.mdx	mdx	needs-collab	orphan: not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/tutorials/stubs/tutorial-go-production.mdx	mdx	needs-collab	orphan: not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/tutorials/stubs/tutorial-offchain-transcoding-test.mdx	mdx	needs-collab	orphan: not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/guides/tutorials/tutorial-1-offchain-transcoding-test.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/tutorials/tutorial-2-byoc-cpu-pipeline.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/tutorials/tutorial-3-go-production.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/guides/tutorials/tutorials-resources.mdx	mdx	needs-collab	orphan: not in docs.json	STUB,LAST_VERIFIED,NOT_IN_DOCS_JSON
v2/gateways/index.mdx	mdx	production-rendered	tab landing page (referenced via group, not file path)	NOT_IN_DOCS_JSON
v2/gateways/navigator.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/portal.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/quickstart/AI-prompt.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/quickstart/gateway-setup.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/quickstart/groups/docker/dockerSupport.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NOT_IN_DOCS_JSON
v2/gateways/quickstart/groups/linux/linuxSupport.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NOT_IN_DOCS_JSON
v2/gateways/quickstart/groups/linux/macSupport.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NOT_IN_DOCS_JSON
v2/gateways/quickstart/views/docker/dockerOffChainTab.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NOT_IN_DOCS_JSON
v2/gateways/quickstart/views/docker/dockerOnChainTab.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NOT_IN_DOCS_JSON
v2/gateways/quickstart/views/linux/linuxOffChainTab.mdx	mdx	production-rendered	fragment/composable: imported by parent page	STUB,NOT_IN_DOCS_JSON
v2/gateways/quickstart/views/linux/linuxOnChainTab.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NOT_IN_DOCS_JSON
v2/gateways/quickstart/views/windows/windowsOffChainTab.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NOT_IN_DOCS_JSON
v2/gateways/quickstart/views/windows/windowsOnChainTab.mdx	mdx	production-rendered	fragment/composable: imported by parent page	NOT_IN_DOCS_JSON
v2/gateways/resources/compendium/arbitrum-exchanges.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/compendium/arbitrum-rpc.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/compendium/livepeer-exchanges.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/deployment-terms.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/resources/glossary.mdx	mdx	production-rendered	in docs.json	AUTO_GEN,LAST_VERIFIED
v2/gateways/resources/knowledge-hub/guides.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/resources/knowledge-hub/help.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/resources/knowledge-hub/resources.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/resources/reference/faq.mdx	mdx	production-rendered	in docs.json	STUB,LAST_VERIFIED
v2/gateways/resources/reference/go-livepeer/bandwidth-requirements.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/go-livepeer/cli-reference.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/go-livepeer/gpu-support.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/go-livepeer/hardware-requirements.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/go-livepeer/prometheus-metrics.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-API/ai.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-API/audio-to-text.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-API/hardware-info.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-API/hardware-stats.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-API/health.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-API/image-to-image.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-API/image-to-text.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-API/image-to-video.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-API/live-video-to-video.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-API/llm.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-API/segment-anything-2.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-API/text-to-image.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-API/text-to-speech.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-API/upscale.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/AI-Worker/ai-worker-api.mdx	mdx	production-rendered	in docs.json	-
v2/gateways/resources/reference/technical/api-reference/CLI-HTTP/activateorchestrator.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/CLI-HTTP/bond.mdx	mdx	production-rendered	in docs.json	-
v2/gateways/resources/reference/technical/api-reference/CLI-HTTP/cli-http-api.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/CLI-HTTP/protocolparameters.mdx	mdx	production-rendered	in docs.json	-
v2/gateways/resources/reference/technical/api-reference/CLI-HTTP/rebond.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/CLI-HTTP/registeredorchestrators.mdx	mdx	production-rendered	in docs.json	-
v2/gateways/resources/reference/technical/api-reference/CLI-HTTP/reward.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/CLI-HTTP/setbroadcastconfig.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/CLI-HTTP/setmaxpriceforcapability.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/CLI-HTTP/signmessage.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/CLI-HTTP/status.mdx	mdx	production-rendered	in docs.json	-
v2/gateways/resources/reference/technical/api-reference/CLI-HTTP/transfertokens.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/CLI-HTTP/unbond.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/api-reference/_delete-all-api.mdx	mdx	needs-collab	orphan: not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/resources/reference/technical/api-reference/ai-worker-api.mdx	mdx	needs-collab	orphan: not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/resources/reference/technical/api-reference/hardware-info.mdx	mdx	needs-collab	orphan: not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/resources/reference/technical/api-reference/hardware-stats.mdx	mdx	needs-collab	orphan: not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/resources/reference/technical/api-reference/health.mdx	mdx	needs-collab	orphan: not in docs.json	NOT_IN_DOCS_JSON
v2/gateways/resources/reference/technical/cli-commands.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/configuration-flags.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/contract-addresses.mdx	mdx	gold-candidate	lastVerified + frontmatter + no stubs	LAST_VERIFIED
v2/gateways/resources/reference/technical/go-livepeer/cli-reference.mdx	mdx	needs-collab	orphan: not in docs.json	NOT_IN_DOCS_JSON
