as_of_date,file_path,route_path,cohort,page_kind,doc_type_primary,accuracy_2026_status,accuracy_2026_confidence,accuracy_2026_score,clarity_score,verifiability_score,docs_framework_fit_score,rfp_page_compliance_score,completeness_score,actionability_score,audience_fit_score,machine_readability_score,maintenance_quality_score,human_usefulness_score,agent_usefulness_score,human_band,agent_band,claims_extracted_count,verification_sources_count,source_types_used,source_freshness_oldest_date,source_freshness_latest_date,flags_human,verification_notes
2026-02-23,v2/gateways/run-a-gateway/install/community-projects.mdx,/v2/gateways/run-a-gateway/install/community-projects,public,content_explanation,explanation,provisional,0.15,1.9,3.2,0.6,2.5,2,1.9,0,2.7,4.4,2,40,43,incomplete_risky,incomplete_risky,6,0,,,,accuracy needs review; coming soon; todo marker; incomplete; verification required,Verified 0/6 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/install/docker-install.mdx,/v2/gateways/run-a-gateway/install/docker-install,public,content_explanation,explanation,provisional,0.15,1.9,3,1.2,3,3.9,4.8,4.6,3.5,3.6,2,64,57,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/install/install-overview.mdx,/v2/gateways/run-a-gateway/install/install-overview,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.5,3.4,2,3.5,4.4,2,57,54,usable_needs_work,usable_needs_work,4,0,,,,accuracy needs review; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/install/linux-install.mdx,/v2/gateways/run-a-gateway/install/linux-install,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1.2,3.5,3.8,4,3,3.5,4.4,2,63,60,usable_needs_work,usable_needs_work,8,0,,,,accuracy needs review; verification required,Verified 0/8 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/install/windows-install.mdx,/v2/gateways/run-a-gateway/install/windows-install,public,content_explanation,explanation,provisional,0.15,1.9,2.5,0.8,2,2.5,2.5,3,2.7,4,2,46,45,incomplete_risky,incomplete_risky,6,0,,,,accuracy needs review; todo marker; incomplete; verification required,Verified 0/6 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/monitor/monitor-and-optimise.mdx,/v2/gateways/run-a-gateway/monitor/monitor-and-optimise,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.6,4.4,1.3,3.5,4.4,2,58,55,usable_needs_work,usable_needs_work,6,0,,,,accuracy needs review; verification required,Verified 0/6 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/publish/connect-with-offerings.mdx,/v2/gateways/run-a-gateway/publish/connect-with-offerings,public,how_to,how_to,provisional,0.15,1.9,3.2,0.6,3.7,3.1,2.9,4.2,2.7,4.4,2,57,54,usable_needs_work,usable_needs_work,4,0,,,,accuracy needs review; todo marker; incomplete; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/quickstart/get-AI-to-setup-the-gateway.mdx,/v2/gateways/run-a-gateway/quickstart/get-AI-to-setup-the-gateway,public,tutorial,tutorial,provisional,0.15,1.9,2.3,0.2,2.9,2.5,1,2.1,3.5,3.6,2,40,41,incomplete_risky,incomplete_risky,3,0,,,,accuracy needs review; thin content; verification required,Verified 0/3 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/quickstart/quickstart-a-gateway.mdx,/v2/gateways/run-a-gateway/quickstart/quickstart-a-gateway,public,tutorial,tutorial,provisional,0.15,1.9,4.2,1,3.7,3.7,4.4,2.2,3.5,4.4,2,62,59,usable_needs_work,usable_needs_work,8,0,,,,accuracy needs review; verification required,Verified 0/8 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/requirements/on-chain setup/bridge-lpt-to-arbitrum.mdx,/v2/gateways/run-a-gateway/requirements/on-chain setup/bridge-lpt-to-arbitrum,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1.4,3.5,3.9,5,2.8,3.5,3.8,1.4,66,60,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; missing description; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/requirements/on-chain setup/fund-gateway.mdx,/v2/gateways/run-a-gateway/requirements/on-chain setup/fund-gateway,public,content_explanation,explanation,provisional,0.15,1.9,3.5,1.4,3,3.8,5,3,3.5,4,2,63,59,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/requirements/on-chain setup/on-chain.mdx,/v2/gateways/run-a-gateway/requirements/on-chain setup/on-chain,public,how_to,how_to,provisional,0.15,1.9,4.2,1.4,4.7,4.3,5,4.6,3.5,4.4,2,74,67,good,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/requirements/setup.mdx,/v2/gateways/run-a-gateway/requirements/setup,public,content_explanation,explanation,provisional,0.15,1.9,3.2,0.6,2.5,2.4,3.9,0,2.7,4.4,2,46,47,incomplete_risky,incomplete_risky,8,0,,,,accuracy needs review; coming soon; incomplete; verification required,Verified 0/8 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/run-a-gateway.mdx,/v2/gateways/run-a-gateway/run-a-gateway,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.4,3.4,1.7,3.5,4.4,2,56,54,usable_needs_work,usable_needs_work,3,0,,,,accuracy needs review; verification required,Verified 0/3 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/v1/transcoding-options.mdx,/v2/gateways/run-a-gateway/v1/transcoding-options,public,content_explanation,explanation,provisional,0.15,1.9,3.5,0.2,2.9,3.1,1.6,2.3,3.5,4.4,2,48,48,incomplete_risky,incomplete_risky,2,0,,,,accuracy needs review; thin content; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/run-a-gateway/why-run-a-gateway.mdx,/v2/gateways/run-a-gateway/why-run-a-gateway,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.5,5,0.5,3.5,4.4,2,58,55,usable_needs_work,usable_needs_work,10,0,,,,accuracy needs review; verification required,Verified 0/10 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/using-gateways/choosing-a-gateway.mdx,/v2/gateways/using-gateways/choosing-a-gateway,public,content_explanation,explanation,provisional,0.15,1.9,2.5,0.2,1.4,1.7,1.5,0,2.7,4,2,32,36,incomplete_risky,incomplete_risky,4,0,,,,accuracy needs review; coming soon; incomplete; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/using-gateways/gateway-providers.mdx,/v2/gateways/using-gateways/gateway-providers,public,content_explanation,explanation,provisional,0.15,1.9,3.5,0.2,2.9,2.6,1.2,0.5,3.5,4.4,2,42,44,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/using-gateways/gateway-providers/cloud-spe-gateway.mdx,/v2/gateways/using-gateways/gateway-providers/cloud-spe-gateway,public,content_explanation,explanation,provisional,0.15,0,0,0,0,0,0,0,0,0,0,0,0,empty,empty,0,0,,,,accuracy needs review; empty; missing frontmatter,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/using-gateways/gateway-providers/daydream-gateway.mdx,/v2/gateways/using-gateways/gateway-providers/daydream-gateway,public,content_explanation,explanation,provisional,0.15,0,0,0,0,0,0,0,0,0,0,0,0,empty,empty,0,0,,,,accuracy needs review; empty; missing frontmatter,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/gateways/using-gateways/gateway-providers/livepeer-studio-gateway.mdx,/v2/gateways/using-gateways/gateway-providers/livepeer-studio-gateway,public,content_explanation,explanation,provisional,0.15,0,0,0,0,0,0,0,0,0,0,0,0,empty,empty,0,0,,,,accuracy needs review; empty; missing frontmatter,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/home/about-livepeer/benefits.mdx,/v2/home/about-livepeer/benefits,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.6,5,0.8,3.5,4.4,2,59,55,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/home/about-livepeer/ecosystem.mdx,/v2/home/about-livepeer/ecosystem,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1.4,3.5,4.3,5,4.6,3.5,4.4,2,71,65,good,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/home/about-livepeer/evolution.mdx,/v2/home/about-livepeer/evolution,public,content_explanation,explanation,provisional,0.15,1.9,3.2,1.4,2.5,2.6,3.5,1.2,2.7,4.4,2,49,50,incomplete_risky,usable_needs_work,12,0,,,,accuracy needs review; todo marker; incomplete; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/home/about-livepeer/roadmap.mdx,/v2/home/about-livepeer/roadmap,public,content_explanation,explanation,provisional,0.15,1.9,2.8,0.4,2.4,2.5,1.2,0.8,3.5,4,2,39,42,incomplete_risky,incomplete_risky,2,0,,,,accuracy needs review; thin content; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/home/about-livepeer/vision.mdx,/v2/home/about-livepeer/vision,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1.2,3.5,3.5,4,1.2,3.5,4.4,2,59,57,usable_needs_work,usable_needs_work,10,0,,,,accuracy needs review; verification required,Verified 0/10 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/home/case-studies/applications.mdx,/v2/home/case-studies/applications,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,2.9,3.4,3,2.1,3.5,4.4,2,55,52,usable_needs_work,usable_needs_work,2,0,,,,accuracy needs review; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/home/case-studies/landscape.mdx,/v2/home/case-studies/landscape,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.2,2.4,1.8,0,0.5,3.5,3.6,2,29,34,incomplete_risky,incomplete_risky,3,0,,,,accuracy needs review; thin content; verification required,Verified 0/3 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/home/case-studies/showcase.mdx,/v2/home/case-studies/showcase,public,content_explanation,explanation,provisional,0.15,1.9,2.7,1,2.9,2.4,0.6,0.8,3.5,4.4,2,39,44,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/home/case-studies/verticals.mdx,/v2/home/case-studies/verticals,public,content_explanation,explanation,provisional,0.15,1.9,3,0.2,3,3,4.8,0.5,3.5,3,1.4,50,46,usable_needs_work,incomplete_risky,12,0,,,,accuracy needs review; missing description; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/home/get-started.mdx,/v2/home/get-started,public,content_explanation,explanation,provisional,0.15,1.9,3.5,1,2.9,2.8,0.6,2,3.5,4.4,1.2,45,47,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; legacy v2 pages link; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/home/get-started/ai-pipelines.mdx,/v2/home/get-started/ai-pipelines,public,placeholder,explanation,provisional,0.15,1.9,0.5,0.8,1.4,1,0,0,2.7,3.6,2,21,28,placeholder_or_broken,incomplete_risky,0,0,,,,accuracy needs review; coming soon; thin content; incomplete,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/home/get-started/build-on-livepeer.mdx,/v2/home/get-started/build-on-livepeer,public,placeholder,explanation,provisional,0.15,1.9,0.5,0.8,1.4,1,0,0,2.7,3.6,2,21,28,placeholder_or_broken,incomplete_risky,0,0,,,,accuracy needs review; coming soon; thin content; incomplete,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/home/get-started/stream-video.mdx,/v2/home/get-started/stream-video,public,placeholder,explanation,provisional,0.15,1.9,0.5,0.8,1.4,1,0,0,2.7,3.6,2,21,28,placeholder_or_broken,incomplete_risky,0,0,,,,accuracy needs review; coming soon; thin content; incomplete,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/home/get-started/use-livepeer.mdx,/v2/home/get-started/use-livepeer,public,placeholder,explanation,provisional,0.15,1.9,0.5,0.8,1.4,1,0,0,2.7,3.6,2,21,28,placeholder_or_broken,incomplete_risky,0,0,,,,accuracy needs review; coming soon; thin content; incomplete,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/home/index.mdx,/v2/home,public,generated_index,landing,provisional,0.15,1.9,2.8,0.2,4.2,2.5,3,1.2,3.5,2,1.5,47,43,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; generated index; missing frontmatter; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/home/mission-control.mdx,/v2/home/mission-control,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.8,0,0.5,3.5,3.6,2,30,35,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/home/primer.mdx,/v2/home/primer,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1.4,3.5,3.7,5,1.2,3.5,4.4,1.2,62,59,usable_needs_work,usable_needs_work,11,0,,,,accuracy needs review; legacy v2 pages link; verification required,Verified 0/11 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/home/trending.mdx,/v2/home/trending,public,content_explanation,explanation,provisional,0.15,1.9,3.5,1,2.9,2.8,1.6,1.2,3.5,4.4,2,47,49,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/index.mdx,/v2,public,generated_index,landing,provisional,0.15,1.9,4.3,0.2,4.2,2.7,3.8,1.2,2.3,2,1.5,53,47,usable_needs_work,incomplete_risky,2,0,,,,accuracy needs review; generated index; missing frontmatter; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/internal/ally-notes.mdx,/v2/internal/ally-notes,internal,internal_process,explanation,provisional,0.15,1.9,3,0.2,3,3.4,4.8,2.6,3.7,3,1.4,56,49,usable_needs_work,incomplete_risky,11,0,,,,accuracy needs review; missing description; verification required,Verified 0/11 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/internal/definitions.mdx,/v2/internal/definitions,internal,internal_process,explanation,provisional,0.15,1.9,2.7,0.8,2.9,2.2,0.2,0.5,3.7,3.8,1.4,36,40,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing description; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/internal/docs-philosophy.mdx,/v2/internal/docs-philosophy,internal,internal_process,explanation,provisional,0.15,1.9,1.5,0.8,2.4,2,0.8,0.5,3.7,3.6,2,33,37,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/internal/ecosystem.mdx,/v2/internal/ecosystem,internal,internal_process,explanation,provisional,0.15,1.9,1.5,0.8,2.4,2,0.8,0.5,3.7,3.6,2,33,37,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/internal/governance.mdx,/v2/internal/governance,internal,internal_process,explanation,provisional,0.15,1.9,3.2,1.4,2.5,3,3.9,2.8,2.9,4.4,2,55,54,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; todo marker; incomplete; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/internal/index.mdx,/v2/internal,internal,generated_index,landing,provisional,0.15,1.9,2.8,0.8,4.2,2.3,3,1.2,2.7,2,1.5,47,43,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; generated index; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/internal/internal-overview.mdx,/v2/internal/internal-overview,internal,internal_process,explanation,provisional,0.15,1.9,3.5,1,2.9,2.7,1.2,0.8,3.7,4.4,2,45,48,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/internal/layout-components-scripts-styling/components.mdx,/v2/internal/layout-components-scripts-styling/components,internal,internal_process,explanation,provisional,0.15,1.9,2.7,0.2,2.9,2.3,0.6,0.5,3.7,3.8,1.4,36,39,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; missing description; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/internal/layout-components-scripts-styling/pages.mdx,/v2/internal/layout-components-scripts-styling/pages,internal,internal_process,explanation,provisional,0.15,1.9,2.8,0.2,2.4,2.3,1.2,0.5,3.7,3.4,1.4,37,38,incomplete_risky,incomplete_risky,5,0,,,,accuracy needs review; missing description; thin content; verification required,Verified 0/5 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/internal/personas.mdx,/v2/internal/personas,internal,internal_process,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.7,4.4,1.6,3.7,4.4,2,59,56,usable_needs_work,usable_needs_work,2,0,,,,accuracy needs review; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/internal/references.mdx,/v2/internal/references,internal,internal_process,explanation,provisional,0.15,1.9,2.7,0.8,2.9,2.4,0.6,0.5,3.7,4.4,2,39,43,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/internal/strategic-alignment.mdx,/v2/internal/strategic-alignment,internal,internal_process,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.2,3.4,0.5,3.7,4.4,2,53,52,usable_needs_work,usable_needs_work,4,0,,,,accuracy needs review; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/about/mechanics.mdx,/v2/lpt/about/mechanics,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.6,3.5,4,5,3.1,3.5,4.4,2,66,60,usable_needs_work,usable_needs_work,7,0,,,,accuracy needs review; verification required,Verified 0/7 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/about/overview.mdx,/v2/lpt/about/overview,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.8,3.5,4.1,5,3.6,3.5,4.4,2,67,61,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/about/purpose.mdx,/v2/lpt/about/purpose,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.6,5,1.5,3.5,3.8,1.4,60,54,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; missing description; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/about/tokenomics.mdx,/v2/lpt/about/tokenomics,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.6,3.5,3.9,5,2.6,3.5,4.4,2,64,59,usable_needs_work,usable_needs_work,4,0,,,,accuracy needs review; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/delegation/about-delegators.mdx,/v2/lpt/delegation/about-delegators,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.8,3.5,4.3,5,4.4,3.5,4.4,2,70,63,good,usable_needs_work,11,0,,,,accuracy needs review; verification required,Verified 0/11 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/delegation/delegation-economics.mdx,/v2/lpt/delegation/delegation-economics,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/lpt/delegation/delegation-guide.mdx,/v2/lpt/delegation/delegation-guide,public,how_to,how_to,provisional,0.15,1.9,4.2,0.8,4.7,4.3,5,4.4,3.5,4.4,2,72,65,good,usable_needs_work,6,0,,,,accuracy needs review; verification required,Verified 0/6 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/delegation/overview.mdx,/v2/lpt/delegation/overview,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.8,3.5,4.3,5,4.4,3.5,4.4,2,70,63,good,usable_needs_work,11,0,,,,accuracy needs review; verification required,Verified 0/11 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/governance/model.mdx,/v2/lpt/governance/model,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.8,3.5,4.1,5,3.6,3.5,4.4,2,67,61,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/governance/overview.mdx,/v2/lpt/governance/overview,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1,3.5,4.1,5,3.6,3.5,4.4,2,68,62,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/governance/processes.mdx,/v2/lpt/governance/processes,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1,3.5,4.1,5,3.6,3.5,4.4,2,68,62,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/index.mdx,/v2/lpt,public,generated_index,landing,provisional,0.15,1.9,2.8,0.8,4.2,2.5,3,1.2,3.5,2,1.5,48,45,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; generated index; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/lpt/resources/delegator-videos-and-blogs.mdx,/v2/lpt/resources/delegator-videos-and-blogs,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1.4,3.5,3.5,4.4,1.2,3.5,4.4,2,60,59,usable_needs_work,usable_needs_work,6,0,,,,accuracy needs review; verification required,Verified 0/6 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/resources/exchanges.mdx,/v2/lpt/resources/exchanges,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.4,3.5,3.6,5,0.8,3.5,4.4,2,59,56,usable_needs_work,usable_needs_work,3,0,,,,accuracy needs review; verification required,Verified 0/3 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/resources/lpt-eth-usage.mdx,/v2/lpt/resources/lpt-eth-usage,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.4,2.9,3.3,3,1.6,3.5,4.4,2,54,52,usable_needs_work,usable_needs_work,4,0,,,,accuracy needs review; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/token-portal.mdx,/v2/lpt/token-portal,public,content_explanation,explanation,provisional,0.15,1.9,3.5,0.2,2.4,3,3,1.2,3.5,4,2,48,47,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/treasury/allocations.mdx,/v2/lpt/treasury/allocations,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.6,3.5,4.1,5,3.2,3.5,4.4,2,66,60,usable_needs_work,usable_needs_work,10,0,,,,accuracy needs review; verification required,Verified 0/10 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/lpt/treasury/overview.mdx,/v2/lpt/treasury/overview,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.8,3.5,4.1,5,3.6,3.5,4.4,2,67,61,usable_needs_work,usable_needs_work,11,0,,,,accuracy needs review; verification required,Verified 0/11 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
